2018-01-01,AED,BHD,0.1027283836880476
2018-01-02,AED,BHD,0.1026712070612328
2018-01-03,AED,BHD,0.1026712070612328
2018-01-04,AED,BHD,0.1026889090843743
2018-01-05,AED,BHD,0.1026575894088575
2018-01-06,AED,BHD,0.1026575894088575
2018-01-07,AED,BHD,0.1026575894088575
2018-01-08,AED,BHD,0.1026548705270578
2018-01-09,AED,BHD,0.1026548705270578
2018-01-10,AED,BHD,0.1026548705270578
2018-01-11,AED,BHD,0.1026439753683199
2018-01-12,AED,BHD,0.1026439753683199
2018-01-13,AED,BHD,0.1026439753683199
2018-01-14,AED,BHD,0.1026439753683199
2018-01-15,AED,BHD,0.1026494226585871
2018-01-16,AED,BHD,0.1026494226585871
2018-01-17,AED,BHD,0.1026494226585871
2018-01-18,AED,BHD,0.1026616785410297
2018-01-19,AED,BHD,0.1026494226585871
2018-01-20,AED,BHD,0.1026494226585871
2018-01-21,AED,BHD,0.1026494226585871
2018-01-22,AED,BHD,0.1026466936730117
2018-01-23,AED,BHD,0.1026466936730117
2018-01-24,AED,BHD,0.1026439753683199
2018-01-25,AED,BHD,0.1026466936730117
2018-01-26,AED,BHD,0.1026466936730117
2018-01-27,AED,BHD,0.1026466936730117
2018-01-28,AED,BHD,0.1026466936730117
2018-01-29,AED,BHD,0.1026466936730117
2018-01-30,AED,BHD,0.1026480634159735
2018-01-31,AED,BHD,0.1026480634159735
2018-02-01,AED,BHD,0.102649421375085
2018-02-02,AED,BHD,0.1026548672566371
2018-02-03,AED,BHD,0.1026548672566371
2018-02-04,AED,BHD,0.1026548672566371
2018-02-05,AED,BHD,0.102649421375085
2018-02-06,AED,BHD,0.102649421375085
2018-02-07,AED,BHD,0.1026589516678012
2018-02-08,AED,BHD,0.102646698434309
2018-02-09,AED,BHD,0.102646698434309
2018-02-10,AED,BHD,0.102646698434309
2018-02-11,AED,BHD,0.102646698434309
2018-02-12,AED,BHD,0.1026521443158611
2018-02-13,AED,BHD,0.1026521443158611
2018-02-14,AED,BHD,0.1026616746085772
2018-02-15,AED,BHD,0.102649421375085
2018-02-16,AED,BHD,0.102649421375085
2018-02-17,AED,BHD,0.102649421375085
2018-02-18,AED,BHD,0.102649421375085
2018-02-19,AED,BHD,0.102649421375085
2018-02-20,AED,BHD,0.102649421375085
2018-02-21,AED,BHD,0.102649421375085
2018-02-22,AED,BHD,0.1026385296119809
2018-02-23,AED,BHD,0.1026589516678012
2018-02-24,AED,BHD,0.1026589516678012
2018-02-25,AED,BHD,0.1026589516678012
2018-02-26,AED,BHD,0.102649421375085
2018-02-27,AED,BHD,0.102649421375085
2018-02-28,AED,BHD,0.1026562287270251
2018-03-01,AED,BHD,0.1026766507828454
2018-03-02,AED,BHD,0.1026766507828454
2018-03-03,AED,BHD,0.1026766507828454
2018-03-04,AED,BHD,0.1026766507828454
2018-03-05,AED,BHD,0.1026630360789652
2018-03-06,AED,BHD,0.1026752893124574
2018-03-07,AED,BHD,0.1026630360789652
2018-03-08,AED,BHD,0.1026548672566371
2018-03-09,AED,BHD,0.1026575901974132
2018-03-10,AED,BHD,0.1026575901974132
2018-03-11,AED,BHD,0.1026575901974132
2018-03-12,AED,BHD,0.1026575901974132
2018-03-13,AED,BHD,0.1026575901974132
2018-03-14,AED,BHD,0.1026630360789652
2018-03-15,AED,BHD,0.1026616746085772
2018-03-16,AED,BHD,0.1026575901974132
2018-03-17,AED,BHD,0.1026575901974132
2018-03-18,AED,BHD,0.1026575901974132
2018-03-19,AED,BHD,0.1026548672566371
2018-03-20,AED,BHD,0.1026630360789652
2018-03-21,AED,BHD,0.1026616746085772
2018-03-22,AED,BHD,0.1026521443158611
2018-03-23,AED,BHD,0.1026521443158611
2018-03-24,AED,BHD,0.1026521443158611
2018-03-25,AED,BHD,0.1026521443158611
2018-03-26,AED,BHD,0.1026616746085772
2018-03-27,AED,BHD,0.1026684819605173
2018-03-28,AED,BHD,0.1026630360789652
2018-03-29,AED,BHD,0.1026712049012934
2018-03-30,AED,BHD,0.1026630360789652
2018-03-31,AED,BHD,0.1026630360789652
2018-04-01,AED,BHD,0.1026630360789652
2018-04-02,AED,BHD,0.1026712049012934
2018-04-03,AED,BHD,0.1026752893124574
2018-04-04,AED,BHD,0.1026752893124574
2018-04-05,AED,BHD,0.1026752893124574
2018-04-06,AED,BHD,0.1026752893124574
2018-04-07,AED,BHD,0.1026752893124574
2018-04-08,AED,BHD,0.1026752893124574
2018-04-09,AED,BHD,0.1026752893124574
2018-04-10,AED,BHD,0.1026712049012934
2018-04-11,AED,BHD,0.1026712049012934
2018-04-12,AED,BHD,0.1026603131381892
2018-04-13,AED,BHD,0.1026603131381892
2018-04-14,AED,BHD,0.1026603131381892
2018-04-15,AED,BHD,0.1026603131381892
2018-04-16,AED,BHD,0.1026657590197413
2018-04-17,AED,BHD,0.1026603131381892
2018-04-18,AED,BHD,0.1026712049012934
2018-04-19,AED,BHD,0.1026712049012934
2018-04-20,AED,BHD,0.1026712049012934
2018-04-21,AED,BHD,0.1026712049012934
2018-04-22,AED,BHD,0.1026712049012934
2018-04-23,AED,BHD,0.1026657590197413
2018-04-24,AED,BHD,0.1026684819605173
2018-04-25,AED,BHD,0.1026630360789652
2018-04-26,AED,BHD,0.1026630360789652
2018-04-27,AED,BHD,0.1026630360789652
2018-04-28,AED,BHD,0.1026630360789652
2018-04-29,AED,BHD,0.1026630360789652
2018-04-30,AED,BHD,0.1026630360789652
2018-05-01,AED,BHD,0.1026630360789652
2018-05-02,AED,BHD,0.1026630360789652
2018-05-03,AED,BHD,0.1026739278420694
2018-05-04,AED,BHD,0.1026739278420694
2018-05-05,AED,BHD,0.1026739278420694
2018-05-06,AED,BHD,0.1026739278420694
2018-05-07,AED,BHD,0.1026889040163376
2018-05-08,AED,BHD,0.1026712049012934
2018-05-09,AED,BHD,0.1026793737236215
2018-05-10,AED,BHD,0.1026752893124574
2018-05-11,AED,BHD,0.1026916269571136
2018-05-12,AED,BHD,0.1026916269571136
2018-05-13,AED,BHD,0.1026916269571136
2018-05-14,AED,BHD,0.1026957113682777
2018-05-15,AED,BHD,0.1026957113682777
2018-05-16,AED,BHD,0.1027719537100068
2018-05-17,AED,BHD,0.1027637848876786
2018-05-18,AED,BHD,0.1027801200225129
2018-05-19,AED,BHD,0.1027801200225129
2018-05-20,AED,BHD,0.1027801200225129
2018-05-21,AED,BHD,0.1028127935305255
2018-05-22,AED,BHD,0.1028127935305255
2018-05-23,AED,BHD,0.1028127935305255
2018-05-24,AED,BHD,0.1027991805671718
2018-05-25,AED,BHD,0.1028264100996922
2018-05-26,AED,BHD,0.1028264100996922
2018-05-27,AED,BHD,0.1028264100996922
2018-05-28,AED,BHD,0.1028264100996922
2018-05-29,AED,BHD,0.1028318556224294
2018-05-30,AED,BHD,0.1028182481826874
2018-05-31,AED,BHD,0.1028944835592107
2018-06-01,AED,BHD,0.1028944835592107
2018-06-02,AED,BHD,0.1028944835592107
2018-06-03,AED,BHD,0.1028944835592107
2018-06-04,AED,BHD,0.1028264100996922
2018-06-05,AED,BHD,0.1028454772415814
2018-06-06,AED,BHD,0.1027991805671718
2018-06-07,AED,BHD,0.102853643482324
2018-06-08,AED,BHD,0.102853643482324
2018-06-09,AED,BHD,0.102853643482324
2018-06-10,AED,BHD,0.102853643482324
2018-06-11,AED,BHD,0.102853643482324
2018-06-12,AED,BHD,0.1028590918899926
2018-06-13,AED,BHD,0.1028808701252471
2018-06-14,AED,BHD,0.102908100596373
2018-06-15,AED,BHD,0.1028944835592107
2018-06-16,AED,BHD,0.1028944835592107
2018-06-17,AED,BHD,0.1028944835592107
2018-06-18,AED,BHD,0.1028672602930523
2018-06-19,AED,BHD,0.1028726995606924
2018-06-20,AED,BHD,0.1028999362946494
2018-06-21,AED,BHD,0.102995235337418
2018-06-22,AED,BHD,0.1032321255897264
2018-06-23,AED,BHD,0.1032321255897264
2018-06-24,AED,BHD,0.1032321255897264
2018-06-25,AED,BHD,0.1036841358191674
2018-06-26,AED,BHD,0.1040163413832966
2018-06-27,AED,BHD,0.1030251904832746
2018-06-28,AED,BHD,0.1030578607022548
2018-06-29,AED,BHD,0.1031259326451533
2018-06-30,AED,BHD,0.1031259326451533
2018-07-01,AED,BHD,0.1031259326451533
2018-07-02,AED,BHD,0.1032675291983775
2018-07-03,AED,BHD,0.1033301552421919
2018-07-04,AED,BHD,0.1034799157383742
2018-07-05,AED,BHD,0.1033982346819392
2018-07-06,AED,BHD,0.1035616079720897
2018-07-07,AED,BHD,0.1035616079720897
2018-07-08,AED,BHD,0.1035616079720897
2018-07-09,AED,BHD,0.1033655513420311
2018-07-10,AED,BHD,0.1033764506171212
2018-07-11,AED,BHD,0.1033764506171212
2018-07-12,AED,BHD,0.1030987037090686
